4001.37	20.9905
4000.9	20.9905
4000.42	15.7407
3999.94	20.9846
3999.47	20.9816
3998.99	36.7125
3998.51	5.2439
3998.04	5.24316
3997.56	5.24241
3997.08	5.24167
3996.6	5.24092
3996.13	-5.24017
3995.65	20.9577
3995.17	20.9547
3994.7	-20.9517
3994.22	-5.23719
3993.74	31.4187
3993.26	31.4142
3992.79	31.4097
3992.31	26.1711
3991.83	20.9339
3991.35	-5.23272
3990.88	5.23198
3990.4	20.9249
3989.92	31.3829
3989.44	10.4595
3988.96	0
3988.49	0
3988.01	62.7301
3987.53	20.9071
3987.05	15.6781
3986.57	31.3517
3986.09	20.8981
3985.61	41.7903
3985.14	52.2305
3984.66	26.1115
3984.18	20.8862
3983.7	-10.4416
3983.22	26.1004
3982.74	-5.21933
3982.26	31.3115
3981.78	20.8714
3981.3	20.8684
3980.83	0
3980.35	10.4312
3979.87	15.6446
3979.39	15.6424
3978.91	10.4268
3978.43	-5.21264
3977.95	10.4238
3977.47	20.8446
3976.99	41.6833
3976.51	46.887
3976.03	15.6268
3975.55	31.2491
3975.07	-20.8298
3974.59	41.6536
3974.11	67.6775
3973.63	-20.8209
3973.15	41.6358
3972.67	-5.20373
3972.19	26.015
3971.71	0
3971.23	10.403
3970.74	-10.4015
3970.26	5.20003
3969.78	15.5979
3969.3	25.9927
3968.82	0
3968.34	5.19706
3967.86	5.19632
3967.38	15.5867
3966.9	15.5845
3966.42	0
3965.93	20.7734
3965.45	-5.19262
3964.97	-5.19188
3964.49	0
3964.01	20.7616
3963.53	15.569
3963.04	-5.18892
3962.56	10.3764
3962.08	10.3749
3961.6	46.6803
3961.12	20.7438
3960.63	20.7409
3960.15	5.18448
3959.67	10.3675
3959.19	0
3958.71	15.5468
3958.22	15.5446
3957.74	25.9039
3957.26	10.3601
3956.77	36.2551
3956.29	36.25
3955.81	5.17783
3955.33	20.7083
3954.84	10.3527
3954.36	5.17561
3953.88	-5.17487
3953.39	5.17413
3952.91	36.2138
3952.43	25.8633
3951.94	15.5158
3951.46	10.3424
3950.98	5.17044
3950.49	25.8485
3950.01	31.0138
