4001.37	0.379547
4000.9	0.379529
4000.42	0.379502
3999.94	0.379471
3999.47	0.379412
3998.99	0.379363
3998.51	0.379324
3998.04	0.379265
3997.56	0.379247
3997.08	0.379212
3996.6	0.379202
3996.13	0.379197
3995.65	0.379147
3995.17	0.379127
3994.7	0.379056
3994.22	0.379021
3993.74	0.378989
3993.26	0.378923
3992.79	0.378895
3992.31	0.378841
3991.83	0.378764
3991.35	0.378725
3990.88	0.378657
3990.4	0.378646
3989.92	0.378626
3989.44	0.378591
3988.96	0.378568
3988.49	0.378495
3988.01	0.378438
3987.53	0.378385
3987.05	0.378366
3986.57	0.378361
3986.09	0.378336
3985.61	0.37832
3985.14	0.378276
3984.66	0.378205
3984.18	0.37813
3983.7	0.378052
3983.22	0.378043
3982.74	0.378008
3982.26	0.377979
3981.78	0.377989
3981.3	0.377955
3980.83	0.377913
3980.35	0.37784
3979.87	0.377795
3979.39	0.377778
3978.91	0.377733
3978.43	0.377669
3977.95	0.377634
3977.47	0.377594
3976.99	0.377551
3976.51	0.377514
3976.03	0.377483
3975.55	0.377466
3975.07	0.377405
3974.59	0.37735
3974.11	0.37731
3973.63	0.377234
3973.15	0.377151
3972.67	0.377115
3972.19	0.377075
3971.71	0.377093
3971.23	0.377088
3970.74	0.377085
3970.26	0.377084
3969.78	0.377016
3969.3	0.376981
3968.82	0.376954
3968.34	0.376873
3967.86	0.376846
3967.38	0.37678
3966.9	0.376693
3966.42	0.376664
3965.93	0.376594
3965.45	0.376554
3964.97	0.376514
3964.49	0.376446
3964.01	0.376431
3963.53	0.376391
3963.04	0.376369
3962.56	0.376392
3962.08	0.37636
3961.6	0.376287
3961.12	0.376236
3960.63	0.376189
3960.15	0.376139
3959.67	0.37608
3959.19	0.376031
3958.71	0.376026
3958.22	0.375982
3957.74	0.375946
3957.26	0.375897
3956.77	0.375887
3956.29	0.375867
3955.81	0.375822
3955.33	0.375772
3954.84	0.375722
3954.36	0.37566
3953.88	0.375611
3953.39	0.375547
3952.91	0.375505
3952.43	0.37548
3951.94	0.375433
3951.46	0.375439
3950.98	0.375417
