1601.05,46718.1
1600.2,47073.5
1599.35,47397.2
1598.5,47418.5
1597.65,47222.5
1596.79,47437.4
1595.94,47558.4
1595.09,47746.8
1594.24,47594.9
1593.38,47701.1
1592.53,47986.2
1591.68,48051.3
1590.83,48723.1
1589.97,48717.7
1589.12,48896.8
1588.27,49231.2
1587.41,50394.5
1586.56,50339
1585.71,51407.9
1584.85,52394.5
1584,52485.1
1583.14,53643.8
1582.29,55407.9
1581.44,56361
1580.58,58472.1
1579.73,59433.1
1578.87,60238.7
1578.02,61371.6
1577.16,61860.9
1576.31,61496.7
1575.45,61766.6
1574.59,62103.7
1573.74,61570.2
1572.88,60627.9
1572.03,59729.7
1571.17,59503.4
1570.31,58273
1569.46,56762.8
1568.6,56058.5
1567.74,54686.3
1566.89,53670.5
1566.03,53145
1565.17,52097.7
1564.31,51438.6
1563.46,50642.6
1562.6,50441.6
1561.74,50532
1560.88,50345.6
1560.03,50066
1559.17,49940.9
1558.31,49792.5
1557.45,49565.6
1556.59,49842.4
1555.73,49405.9
1554.87,49307.2
1554.01,49549
1553.15,50075.8
1552.3,49511.6
1551.44,49439.1
1550.58,49509.1
1549.72,49329.1
1548.86,48701.5
1548,49562
1547.14,49376.3
1546.27,49109.2
1545.41,49318.6
1544.55,49130.1
1543.69,49496.2
1542.83,49438.3
1541.97,48994.4
1541.11,49340.1
1540.25,48896.3
1539.38,49041.7
1538.52,49192.8
1537.66,49398.9
1536.8,49181.6
1535.94,49425.4
1535.07,49303.8
1534.21,49420
1533.35,49252.1
1532.49,49194.4
1531.62,49267
1530.76,49452.6
1529.9,49360.1
1529.03,49363.2
1528.17,49421.2
1527.31,49661.6
1526.44,49253.7
1525.58,49497
1524.71,49523.1
1523.85,49425
1522.98,49216.9
1522.12,49590.1
1521.25,49405.2
1520.39,49844.7
1519.52,49558.7
1518.66,49856.4
1517.79,49582
1516.93,49570.6
1516.06,49290.6
1515.2,49140.6
1514.33,49937.5
1513.46,49337.3
1512.6,49501.9
1511.73,49712.6
1510.86,49790.6
1510,49424.4
1509.13,49975.3
1508.26,49565.9
1507.4,49617.9
1506.53,49623.7
1505.66,49992.7
1504.79,49353.1
1503.93,49479.9
1503.06,49681.7
1502.19,49866
1501.32,49900.6
1500.45,49679
1499.59,49607.1
1498.72,50202.9
1497.85,49915.1
1496.98,49932.4
1496.11,50047.4
1495.24,50306.2
1494.37,49863.4
1493.5,50179.6
1492.63,49748.4
1491.76,50314.6
1490.89,50242.7
1490.02,50446.6
1489.15,50584.4
1488.28,50165
1487.41,50153.4
1486.54,50627.1
1485.67,50474.8
1484.8,50268.1
1483.92,50084.3
1483.05,50460.1
1482.18,50686.6
1481.31,50795.4
1480.44,50783.8
1479.57,50557.1
1478.69,50852.2
1477.82,50393.5
1476.95,50628.3
1476.08,50542.2
1475.2,50504.8
1474.33,50836.9
1473.46,51040
1472.58,51191.5
1471.71,51005.2
1470.84,50953.4
1469.96,50767.2
1469.09,51261.9
1468.22,50709.6
1467.34,50941
1466.47,51075.2
1465.59,50980.6
1464.72,50717.4
1463.84,50900.1
1462.97,51257
1462.09,50762.4
1461.22,51287.8
1460.34,51061.9
1459.47,50856
1458.59,51178.4
1457.72,51112.4
1456.84,51577.3
1455.96,51508.5
1455.09,51439.7
1454.21,50943
1453.34,51182.3
1452.46,51738
1451.58,51384.1
1450.7,51460.7
1449.83,51540.1
1448.95,51750.6
1448.07,51183.2
1447.19,51242.7
1446.32,51726.5
1445.44,51862.8
1444.56,51996.2
1443.68,51981.5
1442.8,51747.6
1441.93,51946.4
1441.05,51911.8
1440.17,51399.3
1439.29,51549.6
1438.41,51972.9
1437.53,52074.8
1436.65,51642.2
1435.77,51772.5
1434.89,52229.5
1434.01,52018.8
1433.13,51958.6
1432.25,52068.9
1431.37,52093.9
1430.49,52471
1429.61,51633
1428.73,52012.9
1427.85,52188.3
1426.97,52062.9
1426.09,52218.4
1425.2,52427.7
1424.32,52234.3
1423.44,51641.2
1422.56,52462.8
1421.68,52141.9
1420.79,52158.4
1419.91,52699
1419.03,52514.2
1418.15,52403.1
1417.26,52000.4
1416.38,52186.7
1415.5,52443.7
1414.61,52395
1413.73,52830.2
1412.85,52478.7
1411.96,52359.2
1411.08,52904.5
1410.2,52587
1409.31,52871.9
1408.43,52984.3
1407.54,52522.9
1406.66,52259.4
1405.77,52888.9
1404.89,52594.4
1404,52943.9
1403.12,53044.8
1402.23,52984.8
1401.35,52794.9
1400.46,52974.8
1399.58,52697.5
1398.69,53004.4
1397.8,52868.2
1396.92,53076.2
1396.03,53165.7
1395.14,52730.7
1394.26,53290.9
1393.37,52746.1
1392.48,52711.6
1391.6,52871.5
1390.71,53236.9
1389.82,53219.2
1388.93,52686.2
1388.04,53152.8
1387.16,52890.2
1386.27,53283.5
1385.38,53561.3
1384.49,53366.2
1383.6,53393.5
1382.71,53479.8
1381.82,53104.9
1380.94,53486.5
1380.05,53800.5
1379.16,53973.8
1378.27,53441.7
1377.38,53674
1376.49,53389.4
1375.6,53326.7
1374.71,53749.9
1373.82,53597.3
1372.93,53663.8
1372.04,53488.8
1371.14,53799.4
1370.25,54129.5
1369.36,54041.6
1368.47,53990.1
1367.58,54087.2
1366.69,54464.7
1365.8,53709.5
1364.9,54456.9
1364.01,53847.7
1363.12,54323.1
1362.23,54372.4
1361.34,54290.1
1360.44,54459.9
1359.55,54288
1358.66,54328.9
1357.76,54593.7
1356.87,54522.6
1355.98,54806.9
1355.08,54176.3
1354.19,54639.5
1353.3,54487.3
1352.4,54589.7
1351.51,54605.3
1350.61,54428.1
1349.72,54686.8
1348.82,54417.4
1347.93,54698.5
1347.03,54758.8
1346.14,54092.9
1345.24,54237
1344.35,55098.6
1343.45,54631.2
1342.56,54434.7
1341.66,54595.4
1340.76,54610.9
1339.87,54771.5
1338.97,55185.8
1338.07,55156.7
1337.18,55222.3
1336.28,55012
1335.38,55191.9
1334.49,54817.2
1333.59,54623.8
1332.69,55218.6
1331.79,55200.6
1330.9,55126.9
1330,54696.9
1329.1,55227.3
1328.2,55153.7
1327.3,55113.4
1326.4,55028.7
1325.5,55305.5
1324.61,54867.6
1323.71,54782.9
1322.81,54728.9
1321.91,54947.2
1321.01,55215.5
1320.11,54900.2
1319.21,54526.7
1318.31,54761.5
1317.41,54690.9
1316.51,55244.9
1315.61,55096.4
1314.71,54895.3
1313.81,55149.3
1312.9,55503.1
1312,54916.4
1311.1,54732
1310.2,55476.7
1309.3,55200.9
1308.4,55077.5
1307.49,54898.8
1306.59,54914.1
1305.69,55140
1304.79,54864.4
1303.89,54793.9
1302.98,55543
1302.08,55090.3
1301.18,55188.6
1300.27,55511.1
1299.37,55587.1
1298.47,55333.9
1297.56,55017.2
1296.66,54896.9
1295.75,55338
1294.85,55339.4
1293.95,55031.1
1293.04,55074
1292.14,54917.8
1291.23,55336.5
1290.33,55680.4
1289.42,54919.3
1288.52,55279.7
1287.61,55653.8
1286.71,55014.7
1285.8,55311.4
1284.89,55279.6
1283.99,55554.1
1283.08,55251.9
1282.18,55564.9
1281.27,55472.4
1280.36,55664
1279.46,55317.9
1278.55,55459.8
1277.64,55400.4
1276.73,55602.9
1275.83,55320.4
1274.92,55911.1
