sep=;
"Title: Polymer Handbook (4th Edition)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Melting Points of Polymers";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"polymer";"synonyms/comments";"mol. weight";"melting pt. (°C)";"refs.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(1,1-dimethyl-p-phenyleneethylene terephthalamide) (diamine)";"";"294.35";"360";"1802";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(p-phenylene glutaramide)";"";"204.23";"398";"828";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(m-phenylene hexamethylenediurethane)";"";"278.31";"150";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(p-phenylene hexamethylenediurethane)";"";"278.31";"150";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(m-phenylene isophthalamide)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(p-phenylene isophthalamide)";"";"238.25";"500";"748";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(m-phenylene isophthalate)";"";"240.21";"245";"1837";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(p-phenylene isophthalate)";"";"240.21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(p-phenylene malonate)";"";"178.14";"233";"1868";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(p-phenylene oxide)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(2,6-dimethoxy-p-phenylene oxide)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(2,6-dimethyl-p-phenylene oxide)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(2,6-diphenyl-p-phenylene oxide)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(p-phenyleneoxytrimethylene oxide)";"";"150.18";"166";"1868";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(P-methyl-m-phenylene 3,3'-phosphinylidenedibenzamide)";"";"376.35";"260";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(4-methyl-P-methyl-m-phenylene 3,3'-phosphinylidenedibenzamide) (diamine)";"";"390.38";"244";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(P-m-phenylene 4,4'-phosphinylidenedibenzamide)";"";"376.35";"340";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(4-methyl-P-methyl-m-phenylene 4,4'-phosphinylidenedibenzamide) (diamine)";"";"390.38";"252";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(P-phenyl-m-phenylene 4,4'-phosphinylidenedibenzamide)";"";"438.42";"340";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(4-methyl-P-phenyl-m-phenylene 4,4'-phosphinylidenedibenzamide) (diamine)";"";"452.45";"280";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(P-methyl-o-phenylene 3,3'-phosphinylidenedibenzamide)";"";"376.35";"181";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(P-methyl-o-phenylene 4,4'-phosphinylidenedibenzamide)";"";"376.35";"193";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(P-phenyl-o-phenylene 4,4'-phosphinylidenedibenzamide)";"";"438.42";"207";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(P-methyl-p-phenylene 3,3'-phosphinylidenedibenzamide)";"";"376.35";"264";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(P-methyl-p-phenylene 4,4'-phosphinylidenedibenzamide)";"";"376.35";"340";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poly(P-phenyl-p-phenylene 4,4'-phosphinylidenedibenzamide)";"";"438.42";"340";"402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
