ID,Name,Polymer Smiles,Monomer Smiles 1,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR
P110066,Others,Cc1ccc(NC(=O)OCCCCO*)cc1NC(*)=O, OCCCCO,6.0,2.0,7.0,2.0,4.0,8.0,2.0,0.3846153846153846,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.31654546927976,76.66,2.8858200000000007,70.35440000000003
P110066,Others,Cc1ccc(NC(=O)OCCCCO*)cc1NC(*)=O, OCCCCO,6.0,2.0,7.0,2.0,4.0,8.0,2.0,0.3846153846153846,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.31654546927976,76.66,2.8858200000000007,70.35440000000003
P110068,Others,Cc1ccc(NC(=O)OCCCCCO*)cc1NC(*)=O, OCCCCCO,6.0,2.0,8.0,2.0,4.0,8.0,2.0,0.4285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.68148758367636,76.66,3.275920000000001,74.97140000000003
P110069,Others,Cc1ccc(NC(*)=O)cc1NC(=O)OCC1CC1CO*, OCC1CC1CO,6.0,2.0,6.0,2.0,4.0,8.0,2.0,0.4285714285714285,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,116.67565643014711,76.66000000000001,2.741720000000001,72.71740000000003
P110069,Others,Cc1ccc(NC(*)=O)cc1NC(=O)OCC1CC1CO*, OCC1CC1CO,6.0,2.0,6.0,2.0,4.0,8.0,2.0,0.4285714285714285,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,116.67565643014711,76.66000000000001,2.741720000000001,72.71740000000003
P110069,Others,Cc1ccc(NC(*)=O)cc1NC(=O)OCC1CC1CO*, OCC1CC1CO,6.0,2.0,6.0,2.0,4.0,8.0,2.0,0.4285714285714285,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,116.67565643014711,76.66000000000001,2.741720000000001,72.71740000000003
P110069,Others,Cc1ccc(NC(*)=O)cc1NC(=O)OCC1CC1CO*, OCC1CC1CO,6.0,2.0,6.0,2.0,4.0,8.0,2.0,0.4285714285714285,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,116.67565643014711,76.66000000000001,2.741720000000001,72.71740000000003
P110071,Others,Cc1ccc(NC(=O)OCCCCCCO*)cc1NC(*)=O, OCCCCCCO,6.0,2.0,9.0,2.0,4.0,8.0,2.0,0.4666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.04642969807296,76.66,3.6660200000000014,79.58840000000005
P110071,Others,Cc1ccc(NC(=O)OCCCCCCO*)cc1NC(*)=O, OCCCCCCO,6.0,2.0,9.0,2.0,4.0,8.0,2.0,0.4666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.04642969807296,76.66,3.6660200000000014,79.58840000000005
P110072,Others,Cc1ccc(NC(=O)O*)cc1NC(=O)OCCCCCCC*, OCCCCCCCO,6.0,2.0,9.0,2.0,4.0,8.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.41137181246958,76.66000000000001,4.474420000000003,84.14540000000004
P110072,Others,Cc1ccc(NC(=O)O*)cc1NC(=O)OCCCCCCC*, OCCCCCCCO,6.0,2.0,9.0,2.0,4.0,8.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.41137181246958,76.66000000000001,4.474420000000003,84.14540000000004
P110073,Others,CCC(CC)(CO*)COC(=O)Nc1ccc(C)c(NC(*)=O)c1, CCC(CC)(CO)CO,6.0,2.0,8.0,2.0,4.0,8.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.41137181246955,76.66,3.9120200000000023,84.13540000000005
P110074,Others,Cc1ccc(NC(=O)O*)cc1NC(=O)OCCCCCCCC*, OCCCCCCCCO,6.0,2.0,10.0,2.0,4.0,8.0,2.0,0.5294117647058824,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.77631392686618,76.66000000000001,4.864520000000003,88.76240000000004
P110074,Others,Cc1ccc(NC(=O)O*)cc1NC(=O)OCCCCCCCC*, OCCCCCCCCO,6.0,2.0,10.0,2.0,4.0,8.0,2.0,0.5294117647058824,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.77631392686618,76.66000000000001,4.864520000000003,88.76240000000004
P110075,Others,Cc1ccc(NC(=O)O*)cc1NC(=O)OCCCCCCCCC*, OCCCCCCCCCO,6.0,2.0,11.0,2.0,4.0,8.0,2.0,0.5555555555555556,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.1412560412628,76.66000000000001,5.254620000000004,93.37940000000006
P110075,Others,Cc1ccc(NC(=O)O*)cc1NC(=O)OCCCCCCCCC*, OCCCCCCCCCO,6.0,2.0,11.0,2.0,4.0,8.0,2.0,0.5555555555555556,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.1412560412628,76.66000000000001,5.254620000000004,93.37940000000006
P110076,Others,Cc1ccc(NC(=O)O*)cc1NC(=O)OCCCCCCCCCC*, OCCCCCCCCCCO,6.0,2.0,12.0,2.0,4.0,8.0,2.0,0.5789473684210527,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.5061981556594,76.66000000000001,5.644720000000005,97.99640000000008
P110076,Others,Cc1ccc(NC(=O)O*)cc1NC(=O)OCCCCCCCCCC*, OCCCCCCCCCCO,6.0,2.0,12.0,2.0,4.0,8.0,2.0,0.5789473684210527,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.5061981556594,76.66000000000001,5.644720000000005,97.99640000000008
P110077,Others,*OCCCCOC(=O)NCc1ccc(CNC(*)=O)cc1, OCCCCO,6.0,2.0,9.0,2.0,4.0,8.0,2.0,0.4285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.68148758367636,76.66,1.9328,72.05140000000003
P110078,Others,*OCCCCCCOC(=O)NCc1ccc(CNC(*)=O)cc1, OCCCCCCO,6.0,2.0,11.0,2.0,4.0,8.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.41137181246958,76.66,2.713000000000001,81.28540000000004
P110079,Others,*OCCCCCCCCOC(=O)NCc1ccc(CNC(*)=O)cc1, OCCCCCCCCO,6.0,2.0,13.0,2.0,4.0,8.0,2.0,0.5555555555555556,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.14125604126278,76.66,3.4932000000000016,90.51940000000003
P110080,Others,*CCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O*)cc1, OCCCCCCCCCCO,6.0,2.0,14.0,2.0,4.0,8.0,2.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.87114027005603,76.66000000000001,4.691700000000004,99.69340000000004
P110081,Others,*CCCCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O*)cc1, OCCCCCCCCCCCCO,6.0,2.0,16.0,2.0,4.0,8.0,2.0,0.6363636363636364,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.60102449884923,76.66000000000001,5.471900000000005,108.92740000000003
P110082,Others,*CCCCCCCCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O*)cc1, OCCCCCCCCCCCCCCCCO,6.0,2.0,20.0,2.0,4.0,8.0,2.0,0.6923076923076923,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.06079295643568,76.66000000000001,7.032300000000007,127.39540000000008
P110085,Others,*OCCOC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1, OCCO,6.0,2.0,7.0,2.0,4.0,8.0,2.0,0.1764705882352941,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.64375544655056,76.66,3.3880000000000017,85.63140000000003
P110086,Others,*OCCCOC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1, OCCCO,6.0,2.0,8.0,2.0,4.0,8.0,2.0,0.2222222222222222,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.00869756094718,76.66,3.778100000000002,90.24840000000005
P110087,Others,*OCCCCOC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1, OCCCCO,6.0,2.0,9.0,2.0,4.0,8.0,2.0,0.2631578947368421,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.37363967534375,76.66,4.168200000000002,94.86540000000002
P110088,Others,*OCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1, OCCCCCO,6.0,2.0,10.0,2.0,4.0,8.0,2.0,0.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.73858178974035,76.66,4.558300000000004,99.48240000000004
P110089,Others,CC(C)(CO*)COC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1, CC(C)(CO)CO,6.0,2.0,8.0,2.0,4.0,8.0,2.0,0.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.73858178974035,76.66,4.414200000000003,99.41240000000002
P110090,Others,*OCC1CC1COC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1, OCC1CC1CO,6.0,2.0,8.0,2.0,4.0,8.0,2.0,0.3,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,151.73275063621114,76.66,4.0241000000000025,97.22840000000002
P110092,Others,*OCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1, OCCCCCCO,6.0,2.0,11.0,2.0,4.0,8.0,2.0,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.10352390413695,76.66,4.948400000000004,104.09940000000002
P110093,Others,*OCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1, OCCCCCCCO,6.0,2.0,12.0,2.0,4.0,8.0,2.0,0.3636363636363636,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.46846601853358,76.66,5.338500000000004,108.71640000000002
P110094,Others,*OCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1, OCCCCCCCCO,6.0,2.0,13.0,2.0,4.0,8.0,2.0,0.391304347826087,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.83340813293017,76.66,5.728600000000005,113.33340000000004
P110095,Others,*OCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1, OCCCCCCCCCO,6.0,2.0,14.0,2.0,4.0,8.0,2.0,0.4166666666666667,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.1983502473268,76.66,6.118700000000006,117.95040000000004
P110096,Others,*OCCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1, OCCCCCCCCCCO,6.0,2.0,15.0,2.0,4.0,8.0,2.0,0.44,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.5632923617234,76.66,6.508800000000006,122.56740000000003
P110097,Others,*OCCCCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1, OCCCCCCCCCCCCO,6.0,2.0,17.0,2.0,4.0,8.0,2.0,0.4814814814814814,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.29317659051665,76.66,7.289000000000007,131.8014
P110098,Others,*CCCCCCCCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1, OCCCCCCCCCCCCCCCCO,6.0,2.0,20.0,2.0,4.0,8.0,2.0,0.5483870967741935,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.75294504810307,76.66000000000001,9.2677,150.2093999999998
P110100,Others,*OCc1cccc(COC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)c1, OCc1cccc(CO)c1,6.0,2.0,8.0,2.0,4.0,8.0,2.0,0.1304347826086956,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.70084965261455,76.66,5.088200000000003,109.7474
P110102,Others,*OCCOC(=O)Nc1ccc(CCc2ccc(NC(*)=O)cc2)cc1, Nc1ccc(CCc2ccc(N)cc2)cc1,6.0,2.0,8.0,2.0,4.0,8.0,2.0,0.2222222222222222,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.00869756094716,76.66,3.5824000000000025,90.23340000000005
P110103,Others,*OCCOC(=O)Nc1ccc(CCCc2ccc(NC(*)=O)cc2)cc1, OCCO,6.0,2.0,9.0,2.0,4.0,8.0,2.0,0.2631578947368421,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.37363967534375,76.66,3.972500000000003,94.85040000000004
P110104,Others,*OCCOC(=O)Nc1ccc(CCCCc2ccc(NC(*)=O)cc2)cc1, OCCO,6.0,2.0,10.0,2.0,4.0,8.0,2.0,0.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.73858178974035,76.66,4.362600000000003,99.46740000000004
P110105,Others,*OCCOC(=O)NCCNC(*)=O, NCCN,6.0,2.0,6.0,2.0,4.0,8.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8945091488191,76.66,-0.5475999999999999,38.7014
P110106,Others,CC(CCNC(*)=O)NC(=O)OCCO*, CC(N)CCN,6.0,2.0,7.0,2.0,4.0,8.0,2.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,82.62439337761232,76.66000000000001,0.2310000000000002,47.91340000000002
P110107,Others,CC(C)(CO*)COC(=O)NCCNC(*)=O, NCCN,6.0,2.0,7.0,2.0,4.0,8.0,2.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.98933549200892,76.66,0.4786,52.48240000000003
P110108,Others,*OCCCCOC(=O)NCCNC(*)=O, NCCN,6.0,2.0,8.0,2.0,4.0,8.0,2.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.62439337761231,76.66,0.2326,47.93540000000002
P110110,Others,COC(CCCNC(*)=O)CCNC(=O)OCCO*, COC(CCN)CCCN,7.0,2.0,11.0,2.0,5.0,9.0,2.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,106.83276495030904,85.89000000000001,0.6376999999999997,63.34940000000003
P110115,Others,COC(CCCNC(*)=O)CCNC(=O)OCC(C)(C)CO*, COC(CCN)CCCN,7.0,2.0,12.0,2.0,5.0,9.0,2.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,125.92759129349886,85.89000000000001,1.6638999999999995,77.13040000000004
P110123,Others,*OCC=CCOC(=O)NCCCCCCNC(*)=O, OCC=CCO,6.0,2.0,11.0,2.0,4.0,8.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.3945588030145,76.66,1.569,66.30940000000004
P110124,Others,*OCC=CCOC(=O)NCCCCCCNC(*)=O, OCC=CCO,6.0,2.0,11.0,2.0,4.0,8.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.3945588030145,76.66,1.569,66.30940000000004
P110130,Others,*SCCCCSC(=O)NCCCCCCNC(*)=O, O=C=NCCCCCCN=C=O,4.0,2.0,12.0,2.0,4.0,8.0,2.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.45455954226286,58.2,3.2262000000000013,79.41540000000003
P110130,Others,*SCCCCSC(=O)NCCCCCCNC(*)=O, O=C=NCCCCCCN=C=O,4.0,2.0,12.0,2.0,4.0,8.0,2.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.45455954226286,58.2,3.2262000000000013,79.41540000000003
P110131,Others,*SCCCCCCSC(=O)NCCCCCCNC(*)=O, O=C=NCCCCCCN=C=O,4.0,2.0,14.0,2.0,4.0,8.0,2.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.18444377105607,58.2,4.006400000000003,88.64940000000006
P110131,Others,*SCCCCCCSC(=O)NCCCCCCNC(*)=O, O=C=NCCCCCCN=C=O,4.0,2.0,14.0,2.0,4.0,8.0,2.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.18444377105607,58.2,4.006400000000003,88.64940000000006
P110132,Others,CC(C)(CS*)CSC(=O)NCCCCCCNC(*)=O, NCCCCCCN,4.0,2.0,11.0,2.0,4.0,8.0,2.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.81950165665944,58.2,3.4722000000000017,83.96240000000004
P110133,Others,*OC1CCC(CC1)OC(=O)NCCNC(*)=O, NCCN,6.0,2.0,5.0,2.0,4.0,8.0,2.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3484464528763,76.66,0.7635999999999998,55.01140000000002
P110134,Others,*OCCOC(=O)NC1CCC(CC1)NC(*)=O, NC1CCC(N)CC1,6.0,2.0,5.0,2.0,4.0,8.0,2.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3484464528763,76.66,0.7635999999999998,55.01140000000003
P110135,Others,*OCCOC(=O)NC1CCCC(C1)NC(*)=O, NC1CCCC(N)C1,6.0,2.0,5.0,2.0,4.0,8.0,2.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,94.3484464528763,76.66,0.7635999999999998,55.01140000000003
P110136,Others,*N1CCN(CC1)C(=O)OCCOC(*)=O, C1CNCCN1,6.0,0.0,3.0,0.0,5.0,8.0,1.0,0.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,82.14784518798928,59.080000000000005,-0.1092000000000001,45.842000000000034
P110136,Others,*N1CCN(CC1)C(=O)OCCOC(*)=O, O=C1OCCOC(=O)N2CCN1CC2,6.0,0.0,3.0,0.0,5.0,8.0,1.0,0.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,82.14784518798928,59.080000000000005,-0.1092000000000001,45.842000000000034
P110137,Others,*OCCOC(=O)Nc1ccc(NC(*)=O)cc1, OCCO,6.0,2.0,5.0,2.0,4.0,8.0,2.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.22171912608992,76.66,1.7972,56.38340000000002
P110138,Others,*OCCOC(=O)Nc1cccc(NC(*)=O)c1, OCCO,6.0,2.0,5.0,2.0,4.0,8.0,2.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.22171912608992,76.66,1.7972,56.383400000000016
P110139,Others,CC1CN(C(C)CN1*)C(=O)OCCOC(*)=O, CC1CNC(C)CN1,6.0,0.0,3.0,0.0,5.0,8.0,1.0,0.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,94.8777294167825,59.080000000000005,0.6678000000000002,55.03200000000003
P110140,Others,*OCCCCCCOC(=O)Nc1ccc(NC(*)=O)cc1, OCCCCCCO,6.0,2.0,9.0,2.0,4.0,8.0,2.0,0.4285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.68148758367636,76.66,3.357600000000001,74.85140000000003
P110143,Others,CC(C)(COC(*)=O)COC(=O)N1CCN(*)CC1, CC(C)(CO)CO,6.0,0.0,4.0,0.0,5.0,8.0,1.0,0.8181818181818182,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,101.24267153117913,59.080000000000005,0.917,59.62300000000003
P110143,Others,CC(C)(COC(*)=O)COC(=O)N1CCN(*)CC1, C1CNCCN1,6.0,0.0,4.0,0.0,5.0,8.0,1.0,0.8181818181818182,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,101.24267153117913,59.080000000000005,0.917,59.62300000000003
P110144,Others,CC1CN(CCN1*)C(=O)OCC(C)(C)COC(*)=O, CC1CNCCN1,6.0,0.0,4.0,0.0,5.0,8.0,1.0,0.8333333333333334,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,107.60761364557573,59.080000000000005,1.3055,64.21800000000003
P110145,Others,CC1CN(C(C)CN1*)C(=O)OCC(C)(C)COC(*)=O, CC1CNC(C)CN1,6.0,0.0,4.0,0.0,5.0,8.0,1.0,0.8461538461538461,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,113.97255575997232,59.080000000000005,1.6940000000000002,68.81300000000005
P110146,Others,CC(C)(CO*)COC(=O)Nc1ccc(NC(*)=O)cc1, Nc1ccc(N)cc1,6.0,2.0,6.0,2.0,4.0,8.0,2.0,0.3846153846153846,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.31654546927976,76.66,2.8234000000000004,70.16440000000003
P110147,Others,Cc1ccc(NC(=O)OCC(C)(C)CO*)cc1NC(*)=O, CC(C)(CO)CO,6.0,2.0,6.0,2.0,4.0,8.0,2.0,0.4285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.68148758367634,76.66,3.131820000000001,74.90140000000002
P110147,Others,Cc1ccc(NC(=O)OCC(C)(C)CO*)cc1NC(*)=O, Cc1ccc(N)cc1N,6.0,2.0,6.0,2.0,4.0,8.0,2.0,0.4285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.68148758367634,76.66,3.131820000000001,74.90140000000002
P110149,Others,Cc1c(NC(*)=O)cccc1NC(=O)OCCCCO*, OCCCCO,6.0,2.0,7.0,2.0,4.0,8.0,2.0,0.3846153846153846,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.31654546927976,76.66000000000001,2.8858200000000007,70.35440000000003
P110151,Others,*N1CCN(CC1)C(=O)OCCCCOC(*)=O, C1CNCCN1,6.0,0.0,5.0,0.0,5.0,8.0,1.0,0.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,94.8777294167825,59.080000000000005,0.6709999999999998,55.07600000000004
P110152,Others,*OC1CCC(CC1)OC(=O)NCCCCCCNC(*)=O, NCCCCCCN,6.0,2.0,9.0,2.0,4.0,8.0,2.0,0.8571428571428571,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.80821491046277,76.66,2.324,73.47940000000004
P110153,Others,*N1CCN(CC1)C(=O)OCCCCCCOC(*)=O, C1CNCCN1,6.0,0.0,7.0,0.0,5.0,8.0,1.0,0.8333333333333334,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,107.60761364557573,59.080000000000005,1.4511999999999998,64.31000000000004
P110159,Others,*OCCOC(=O)Nc1ccc(cc1)-c1ccc(NC(*)=O)cc1, OCCO,6.0,2.0,6.0,2.0,4.0,8.0,2.0,0.125,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.27881333215396,76.66,3.464200000000001,81.81940000000003
P110160,Others,Cc1cc(ccc1NC(*)=O)-c1ccc(NC(=O)OCCO*)c(C)c1, OCCO,6.0,2.0,6.0,2.0,4.0,8.0,2.0,0.2222222222222222,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.00869756094718,76.66000000000001,4.081040000000002,91.29340000000003
P110161,Others,*OCCOC(=O)Nc1cccc2c(NC(*)=O)cccc12, OCCO,6.0,2.0,5.0,2.0,4.0,8.0,2.0,0.1428571428571428,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.90338365782512,76.66,2.950400000000001,73.88940000000002
P110163,Others,Cc1cc(Cc2ccc(NC(=O)OCCO*)c(C)c2)ccc1NC(*)=O, Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,6.0,2.0,7.0,2.0,4.0,8.0,2.0,0.2631578947368421,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.37363967534378,76.66,4.004840000000002,95.10540000000005
P110164,Others,CC(C)(c1ccc(NC(*)=O)cc1)c1ccc(NC(=O)OCCO*)cc1, OCCO,6.0,2.0,7.0,2.0,4.0,8.0,2.0,0.2631578947368421,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.37363967534375,76.66000000000001,4.123100000000002,94.95340000000004
P110168,Others,Cc1cc(Cc2ccc(NC(=O)OCC(C)(C)CO*)c(C)c2)ccc1NC(*)=O, Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,6.0,2.0,8.0,2.0,4.0,8.0,2.0,0.3636363636363636,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.46846601853358,76.66,5.031040000000004,108.88640000000004
P110176,Others,*N1CCN(CC1)C(=O)Oc1ccc(OC(*)=O)cc1, C1CNCCN1,6.0,0.0,2.0,0.0,5.0,8.0,1.0,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,104.4750551652601,59.080000000000005,1.3154,61.63600000000004
