ID,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR
P070352,5.0,0.0,5.0,0.0,5.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,225.01524616051628,60.790000000000006,6.715500000000005,154.7259999999997
P070353,5.0,0.0,5.0,0.0,5.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,225.01524616051628,60.790000000000006,6.715500000000005,154.7259999999997
P070357,6.0,0.0,7.0,0.0,6.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,270.5988045810207,77.86,7.946500000000007,184.6004999999996
P070359,7.0,0.0,7.0,0.0,7.0,10.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,276.69773874836693,94.93,7.548300000000007,186.6197999999996
P070369,3.0,1.0,7.0,1.0,3.0,5.0,0.0,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,125.38016274583957,38.69,2.4077,82.09980000000004
P070369,3.0,1.0,7.0,1.0,3.0,5.0,0.0,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,125.38016274583957,38.69,2.4077,82.09980000000004
P070372,1.0,0.0,4.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.95259434662528,9.23,2.4728,20.873000000000005
P070373,2.0,0.0,7.0,0.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.46495299907289,18.46,2.3148999999999997,31.551999999999996
P070374,2.0,0.0,8.0,0.0,2.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.16096591932198,18.46,2.9502000000000006,36.49900000000001
P070376,1.0,0.0,11.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,83.54784803838827,9.23,4.334300000000003,56.90700000000005
P070377,1.0,0.0,3.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,63.5381098038604,9.23,2.5638000000000005,34.587
P070378,1.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.62831112321538,9.23,1.2135,19.970999999999997
P070379,1.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.62831112321538,9.23,1.071,19.922999999999995
P070381,1.0,0.0,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,55.66146157889027,9.23,2.0701,34.202999999999996
P070386,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.05263157894736842,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.70476739821765,9.23,4.346720000000002,82.31300000000005
P070387,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.18181818181818182,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.79959374140748,9.23,5.335800000000004,96.27600000000005
P070388,1.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.39691948988505,9.23,5.705300000000005,103.012
P070390,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.02148981555624,9.23,5.191500000000003,95.08200000000001
P070395,1.0,0.0,5.0,0.0,1.0,3.0,0.0,0.1111111111111111,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.48591467954563,9.23,5.456200000000005,113.21200000000002
P070396,3.0,1.0,5.0,1.0,3.0,5.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,71.22824219658568,38.69,0.08179999999999987,43.52980000000003
P070397,3.0,1.0,9.0,1.0,3.0,5.0,0.0,0.42857142857142855,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,144.47498908902938,38.69,3.553200000000002,96.02980000000005
P070398,5.0,0.0,9.0,0.0,5.0,7.0,0.0,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.11734476642783,61.83,2.602100000000001,96.25300000000006
P070399,2.0,0.0,6.0,0.0,2.0,4.0,0.0,0.13636363636363635,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,142.1921734228762,33.019999999999996,3.951080000000003,94.28700000000003
P070400,3.0,0.0,5.0,0.0,3.0,5.0,0.0,0.17647058823529413,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.8926010126775,56.809999999999995,2.523060000000001,74.21300000000004
P070402,4.0,0.0,8.0,0.0,4.0,6.0,0.0,0.04,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.10249729280233,36.92,5.157200000000004,110.09600000000002
P070403,4.0,0.0,8.0,0.0,4.0,6.0,0.0,0.1111111111111111,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.83238152159555,36.92,5.774040000000005,119.57000000000002
P070404,3.0,1.0,8.0,1.0,3.0,5.0,0.0,0.52,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,168.92892639308658,38.69,4.579400000000005,112.24380000000006
P070405,2.0,0.0,8.0,0.0,2.0,18.0,0.0,0.29411764705882354,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.5384825202142,18.46,5.406600000000001,77.46400000000001
P070414,4.0,0.0,9.0,0.0,4.0,6.0,0.0,0.14285714285714285,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.1973236359921,36.92,5.816100000000005,123.23000000000002
P070416,3.0,1.0,7.0,1.0,3.0,7.0,0.0,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,145.9866951996029,38.69,3.714500000000003,92.11980000000004
P070417,3.0,1.0,7.0,1.0,3.0,9.0,0.0,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,166.5932276533662,38.69,5.0213000000000045,102.13980000000002
P070419,3.0,1.0,8.0,1.0,3.0,5.0,0.0,0.3684210526315789,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,131.74510486023618,38.69,2.7978000000000014,86.71680000000005
P070420,3.0,1.0,8.0,1.0,3.0,5.0,0.0,0.21739130434782608,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,154.07231483750695,38.69,3.4361000000000015,101.96980000000005
P070425,4.0,0.0,12.0,0.0,4.0,6.0,0.0,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.21824276366286,36.92,4.469800000000005,98.99700000000004
P070425,4.0,0.0,12.0,0.0,4.0,6.0,0.0,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.21824276366286,36.92,4.469800000000005,98.99700000000004
P070426,5.0,0.0,15.0,0.0,5.0,7.0,0.0,0.391304347826087,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.06167222196294,46.150000000000006,4.486400000000004,109.81600000000005
P070427,7.0,0.0,21.0,0.0,7.0,9.0,0.0,0.48148148148148145,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.74853113856315,64.61000000000001,4.519600000000004,131.454
P070428,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,44.35236419847938,9.23,1.7477,27.090999999999987
P070429,3.0,1.0,8.0,1.0,3.0,5.0,0.0,0.52,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,168.92892639308658,38.69,4.507500000000004,112.30780000000006
P070430,3.0,1.0,6.0,1.0,3.0,5.0,0.0,0.42857142857142855,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,143.46915793550016,38.69,3.0691000000000015,94.06880000000004
P070431,3.0,1.0,8.0,1.0,3.0,5.0,0.0,0.4782608695652174,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,156.19904216429336,38.69,4.087400000000003,103.14980000000004
P070433,5.0,0.0,8.0,0.0,5.0,7.0,0.0,0.17647058823529413,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.65757630884136,61.830000000000005,3.196200000000002,78.14000000000004
P070434,5.0,0.0,9.0,0.0,5.0,7.0,0.0,0.2222222222222222,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.02251842323798,61.830000000000005,3.5863000000000023,82.75700000000005
P070435,6.0,0.0,25.0,0.0,6.0,8.0,0.0,0.5882352941176471,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.97513748309058,71.06,7.97630000000001,158.40199999999967
P070442,5.0,2.0,9.0,2.0,3.0,7.0,2.0,0.5555555555555556,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.02771081175592,67.43,2.38138,89.07640000000004
P070445,9.0,2.0,19.0,2.0,7.0,11.0,2.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.88456598130583,104.35,1.062600000000001,89.62640000000006
P070445,9.0,2.0,19.0,2.0,7.0,11.0,2.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.88456598130583,104.35,1.062600000000001,89.62640000000006
P070446,11.0,2.0,25.0,2.0,9.0,13.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.57142489790604,122.81,1.0958000000000028,111.26440000000008
P070447,7.0,2.0,11.0,2.0,5.0,9.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.46782283591241,85.89000000000001,0.24920000000000037,58.75440000000003
P070448,8.0,2.0,12.0,2.0,6.0,10.0,2.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.67619440860915,95.12,0.9301000000000001,74.06040000000004
P070449,7.0,2.0,11.0,2.0,5.0,9.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.46782283591241,85.89000000000001,0.24919999999999948,58.75440000000003
P070450,8.0,2.0,12.0,2.0,6.0,10.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.5813680654193,95.12,-0.5143999999999991,60.33940000000003
P070451,7.0,2.0,7.0,2.0,5.0,9.0,2.0,0.125,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.39235856166084,85.89000000000001,3.589500000000001,82.89940000000003
P070459,5.0,0.0,7.0,0.0,5.0,7.0,0.0,0.10344827586206896,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,198.1837755403312,57.38,5.996300000000004,130.60399999999996
P070461,6.0,0.0,3.0,0.0,6.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,125.00684332643824,77.84,1.8027999999999997,77.72999999999999
P070461,6.0,0.0,3.0,0.0,6.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,125.00684332643824,77.84,1.8027999999999997,77.72999999999999
P070462,4.0,0.0,9.0,0.0,4.0,6.0,0.0,0.36363636363636365,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,152.79931779425095,52.06,5.661300000000004,102.85900000000004
P070462,4.0,0.0,9.0,0.0,4.0,6.0,0.0,0.36363636363636365,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,152.79931779425095,52.06,5.661300000000004,102.85900000000004
P070464,4.0,0.0,7.0,0.0,4.0,6.0,0.0,0.1111111111111111,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.05206890707086,43.18,7.237900000000007,122.40800000000002
P070465,3.0,0.0,7.0,0.0,3.0,14.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,115.87335928046552,31.35,2.4391000000000007,50.033
P070466,3.0,0.0,5.0,0.0,3.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.97983472776832,35.53,3.7276000000000025,83.09450000000002
P070467,3.0,0.0,7.0,0.0,3.0,5.0,0.0,0.10714285714285714,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.1317552770221,35.53,6.053500000000006,121.66450000000003
P070468,3.0,0.0,7.0,0.0,3.0,11.0,0.0,0.10714285714285714,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.12496769457954,35.53,7.138300000000005,122.42650000000003
P070469,4.0,0.0,9.0,0.0,4.0,6.0,0.0,0.08571428571428572,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.7153136975265,52.6,7.2845000000000075,151.5389999999997
P070470,3.0,0.0,8.0,0.0,3.0,5.0,0.0,0.2857142857142857,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.6805189242691,35.53,8.153300000000009,151.87249999999972
P070471,3.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.90812945954362,43.370000000000005,1.5371000000000001,58.59780000000002
P070472,4.0,0.0,7.0,0.0,4.0,13.0,0.0,0.1111111111111111,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.22390186192578,52.60000000000001,6.7401000000000035,124.44580000000002
P070472,4.0,0.0,7.0,0.0,4.0,13.0,0.0,0.1111111111111111,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.22390186192578,52.60000000000001,6.7401000000000035,124.44580000000002
P070475,4.0,0.0,8.0,0.0,4.0,7.0,0.0,0.0625,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,216.92284153603575,52.60000000000001,6.683700000000005,143.5537999999998
P070476,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.05263157894736842,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.70476739821765,9.23,4.346720000000002,82.31300000000005
P070478,6.0,0.0,10.0,0.0,6.0,10.0,0.0,0.07692307692307693,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.970276238283,86.74000000000001,8.155100000000008,181.01359999999957
P070478,6.0,0.0,10.0,0.0,6.0,10.0,0.0,0.07692307692307693,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.970276238283,86.74000000000001,8.155100000000008,181.01359999999957
P070479,5.0,0.0,6.0,0.0,5.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.64771625345827,77.51,4.036900000000004,115.9276
P070480,4.0,0.0,6.0,0.0,4.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.1358631011785,52.6,4.996400000000004,110.54980000000002
P070480,4.0,0.0,6.0,0.0,4.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.1358631011785,52.6,4.996400000000004,110.54980000000002
P070481,4.0,0.0,5.0,0.0,4.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0787688951145,52.6,3.3294000000000015,85.11380000000003
P070482,5.0,0.0,7.0,0.0,5.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.24940833068536,61.830000000000005,5.121700000000004,111.6298
P070483,4.0,0.0,7.0,0.0,5.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.2589731265437,52.60000000000001,5.480600000000004,115.6788
P070484,7.0,0.0,9.0,0.0,7.0,11.0,0.0,0.2,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.47663599743842,95.97000000000001,5.841000000000006,145.42559999999978
P070485,7.0,0.0,9.0,0.0,7.0,15.0,0.0,0.2,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.94682642000396,95.97000000000001,8.891,176.22559999999967
P070487,6.0,0.0,5.0,0.0,6.0,10.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0995484902888,90.65,4.623700000000004,118.9496
P070488,4.0,0.0,8.0,0.0,4.0,7.0,0.0,0.25,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,219.04956886282213,52.60000000000001,7.406900000000008,144.6697999999998
P070490,4.0,0.0,7.0,0.0,4.0,7.0,0.0,0.22580645161290322,6.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,211.6787955948963,52.60000000000001,6.435500000000006,137.78379999999987
P070491,5.0,0.0,5.0,0.0,5.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.27228657912943,77.51,3.523100000000003,107.9976
P070492,4.0,0.0,8.0,0.0,4.0,7.0,0.0,0.14285714285714285,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,194.59563155876498,52.60000000000001,6.1173000000000055,128.23680000000002
P070493,5.0,0.0,8.0,0.0,5.0,8.0,0.0,0.23529411764705882,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,135.0079073610773,69.67,1.7589000000000001,83.58780000000004
P070494,12.0,2.0,15.0,2.0,10.0,14.0,2.0,0.2413793103448276,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.6677274571093,147.72,4.577220000000003,145.5593999999998
P070494,12.0,2.0,15.0,2.0,10.0,14.0,2.0,0.2413793103448276,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.6677274571093,147.72,4.577220000000003,145.5593999999998
P070495,12.0,2.0,15.0,2.0,10.0,14.0,2.0,0.5238095238095238,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,191.01330750256767,147.72000000000003,2.00222,113.86640000000004
P070495,12.0,2.0,15.0,2.0,10.0,14.0,2.0,0.5238095238095238,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,191.01330750256767,147.72000000000003,2.00222,113.86640000000004
P070497,10.0,2.0,15.0,2.0,10.0,14.0,2.0,0.47368421052631576,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.30255286549118,129.26000000000002,2.6584200000000004,117.68840000000004
P070497,10.0,2.0,15.0,2.0,10.0,14.0,2.0,0.47368421052631576,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.30255286549118,129.26000000000002,2.6584200000000004,117.68840000000004
P070500,5.0,0.0,7.0,0.0,5.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.66232731561888,69.67000000000002,4.560400000000004,114.98830000000002
P070500,5.0,0.0,7.0,0.0,5.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.66232731561888,69.67000000000002,4.560400000000004,114.98830000000002
P070502,8.0,0.0,14.0,0.0,6.0,12.0,0.0,0.2727272727272727,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.8361628741983,93.22,5.543900000000005,167.09759999999952
P070504,1.0,0.0,5.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.723137466405205,9.23,2.2413,33.77399999999999
P070506,3.0,0.0,7.0,0.0,3.0,6.0,0.0,0.1111111111111111,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,184.97954526615766,35.53,5.989200000000006,122.90640000000003
P070508,1.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,38.99325323761199,9.23,1.4595,24.51799999999999
P070509,1.0,0.0,8.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,64.45302169519843,9.23,3.093300000000002,42.866000000000014
P070517,6.0,0.0,16.0,0.0,6.0,8.0,0.0,0.3333333333333333,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.3828105451885,71.06,7.435300000000008,137.10899999999992
P070519,6.0,0.0,17.0,0.0,6.0,8.0,0.0,0.46153846153846156,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0556005679177,71.06,4.855500000000005,121.46600000000005
P070521,5.0,0.0,14.0,0.0,5.0,7.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.82786692628281,61.83,2.642100000000001,69.61300000000004
P070522,2.0,0.0,5.0,0.0,2.0,4.0,0.0,0.09090909090909091,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.4894895995275,18.46,4.694300000000004,97.97100000000003
P070523,2.0,0.0,10.0,0.0,2.0,4.0,0.0,0.25925925925925924,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.31420017151055,18.46,6.644800000000005,121.05600000000005
P070524,2.0,0.0,9.0,0.0,2.0,4.0,0.0,0.23076923076923078,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.94925805711392,18.46,6.254700000000005,116.43900000000005
P070525,2.0,0.0,8.0,0.0,2.0,4.0,0.0,0.2,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.58431594271732,18.46,5.864600000000005,111.82200000000005
P070526,2.0,0.0,7.0,0.0,2.0,4.0,0.0,0.16666666666666666,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.2193738283207,18.46,5.474500000000004,107.20500000000004
P070527,2.0,0.0,6.0,0.0,2.0,4.0,0.0,0.13043478260869565,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.85443171392413,18.46,5.084400000000004,102.58800000000004
P070528,5.0,0.0,24.0,0.0,5.0,7.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.4772880702489,61.83,6.543100000000007,115.78300000000009
P070529,6.0,0.0,14.0,0.0,6.0,8.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.21152792699644,71.06,0.6799999999999995,62.02400000000004
P070529,6.0,0.0,14.0,0.0,6.0,8.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.21152792699644,71.06,0.6799999999999995,62.02400000000004
P070530,6.0,0.0,17.0,0.0,6.0,8.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.30635427018628,71.06,1.8502999999999994,75.87500000000006
P070530,6.0,0.0,17.0,0.0,6.0,8.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.30635427018628,71.06,1.8502999999999994,75.87500000000006
P070531,6.0,0.0,12.0,0.0,6.0,8.0,0.0,0.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.8659478815381,71.06,2.7140000000000004,94.08100000000006
P070534,6.0,0.0,13.0,0.0,6.0,8.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.84658581259983,71.06,0.2898999999999996,57.40700000000004
P070535,6.0,0.0,11.0,0.0,6.0,8.0,0.0,0.42857142857142855,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.80885367547404,71.06,1.0469999999999997,68.64500000000004
P070536,6.0,0.0,11.0,0.0,6.0,8.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.1167015838066,71.06,-0.4903000000000006,48.17300000000003
P070537,6.0,0.0,8.0,0.0,6.0,8.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.75175946940999,71.06,-0.4621000000000002,43.496000000000016
P070538,6.0,0.0,15.0,0.0,6.0,8.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.57647004139305,71.06,1.0700999999999994,66.64100000000005
