# All extracted data are not described here not to violate the publisher's text data mining policy for use of scientific articles.
# True or false for the extracted datum is denoted by "1" in the TP or FP column (the 3rd or 2nd colmun from right), respectively.
# The excluded polymer data (denoted by "1" in the FN column (the rightmost column)) are also described here.

article-doi	table-label	polymer-name	property-sepcifier	property-value	property	TP	FP	FN
10.1016/j.apsusc.2015.03.197	Table 1	PVDF-98%	To (°C)	450.3	Td	1	0	0
10.1016/j.apsusc.2015.03.197	Table 1	PVDF-95%	To (°C)	452.4	Td	1	0	0
10.1016/j.apsusc.2015.03.197	Table 1	PVDF-90%	To (°C)	456.8	Td	1	0	0
10.1016/j.apsusc.2015.03.197	Table 1	PVDF-85%	To (°C)	459.7	Td	1	0	0
10.1016/j.apsusc.2015.03.197	Table 1	PVDF-80%	To (°C)	462.8	Td	1	0	0
10.1016/j.apsusc.2015.11.201	Table 1	PI/3% GO-NH2	T10% (°C)	563.5	Td	1	0	0
10.1016/j.apsusc.2015.11.201	Table 1	PI/3% GO	T10% (°C)	556	Td	1	0	0
10.1016/j.apsusc.2015.11.201	Table 1	Pure PI	T10% (°C)	539.5	Td	0	0	1
10.1016/j.apsusc.2016.09.089	Table 3	PBAB-a	T5%a(°C)	299	Td	1	0	0
10.1016/j.apsusc.2016.09.089	Table 3	PBAB-a	T10%b(°C)	349	Td	1	0	0
10.1016/j.apsusc.2016.09.089	Table 3	PBAB-a	Tmaxc(°C)	438	Td	1	0	0
10.1016/j.apsusc.2016.09.089	Table 3	PBAB-b	T5%a(°C)	214	Td	1	0	0
10.1016/j.apsusc.2016.09.089	Table 3	PBAB-b	T10%b(°C)	351	Td	1	0	0
10.1016/j.apsusc.2016.09.089	Table 3	PBAB-b	Tmaxc(°C)	441	Td	1	0	0
10.1016/j.apsusc.2016.09.089	Table 3	PBAB-c	T5%a(°C)	250	Td	1	0	0
10.1016/j.apsusc.2016.09.089	Table 3	PBAB-c	T10%b(°C)	344	Td	1	0	0
10.1016/j.apsusc.2016.09.089	Table 3	PBAB-c	Tmaxc(°C)	500	Td	1	0	0
10.1016/j.apsusc.2017.03.162	Table 2	CoDP	T10 (°C)	63	Td	0	1	0
10.1016/j.apsusc.2017.03.162	Table 2	CoDP	T10 (°C)	150	Td	0	1	0
10.1016/j.apsusc.2017.03.162	Table 2	CoAP	T10 (°C)	88	Td	0	1	0
10.1016/j.apsusc.2017.03.162	Table 2	CoAP	T10 (°C)	254	Td	0	1	0
10.1016/j.apsusc.2017.03.252	Table 2	PET	T5%(°C)	419.6	Td	1	0	0
10.1016/j.apsusc.2017.03.252	Table 2	PET	Tmax(°C)	460.5	Td	1	0	0
10.1016/j.apsusc.2017.03.252	Table 2	MH@CMSs/PET	T5%(°C)	413.9	Td	1	0	0
10.1016/j.apsusc.2017.03.252	Table 2	MH@CMSs/PET	Tmax(°C)	453.6	Td	1	0	0
10.1016/j.apsusc.2017.03.252	Table 2	FMH@CMSs/PET	T5%(°C)	414.6	Td	1	0	0
10.1016/j.apsusc.2017.03.252	Table 2	FMH@CMSs/PET	Tmax(°C)	453.3	Td	1	0	0
10.1016/j.electacta.2014.11.124	Table 2	TS-PASS-21	Td5(°C)	332	Td	1	0	0
10.1016/j.electacta.2014.11.124	Table 2	TS-PASS-24	Td5(°C)	325	Td	1	0	0
10.1016/j.electacta.2014.11.124	Table 2	TS-PASS-27	Td5(°C)	318	Td	1	0	0
10.1016/j.electacta.2014.11.124	Table 2	TS-PASS-30	Td5(°C)	316	Td	1	0	0
10.1016/j.electacta.2015.01.076	Table 3	P(VP-co-VAc)	Tmax1(°C)	302.63	Td	1	0	0
10.1016/j.electacta.2015.01.076	Table 3	P(VP-co-VAc)	Tmax2(°C)	388.18	Td	1	0	0
10.1016/j.electacta.2015.01.076	Table 3	P(VP-co-VAc) with EC:PC	Tmax1(°C)	308.29	Td	1	0	0
10.1016/j.electacta.2015.01.076	Table 3	P(VP-co-VAc) with EC:PC	Tmax2(°C)	398.26	Td	1	0	0
10.1016/j.electacta.2016.05.185	Table 2	poly(P1)	Tdedop [%]c	43.3	Td	0	1	0
10.1016/j.electacta.2016.05.185	Table 2	poly(P1)	Tdedop [%]c	99.8	Td	0	1	0
10.1016/j.electacta.2016.05.185	Table 2	poly(P2)	Tdedop [%]c	37.7	Td	0	1	0
10.1016/j.electacta.2016.05.185	Table 2	poly(P2)	Tdedop [%]c	98.1	Td	0	1	0
10.1016/j.electacta.2016.07.148	Table 3	LiPST	Td,°C	190	Td	0	1	0
10.1016/j.electacta.2016.07.148	Table 3	PAE-F	Td,°C	475	Td	1	0	0
10.1016/j.electacta.2016.07.148	Table 3	pfsPAE-F-1.0	Td,°C	128	Td	1	0	0
10.1016/j.electacta.2016.07.148	Table 3	pfsPAE-F-1.1	Td,°C	127	Td	1	0	0
10.1016/j.electacta.2016.07.148	Table 3	pfsPAE-F-1.4	Td,°C	130	Td	1	0	0
10.1016/j.electacta.2016.07.148	Table 3	pfsPAE-F-1.7	Td,°C	131	Td	1	0	0
10.1016/j.matchemphys.2014.09.026	Table 6	TRIM-GMA1	IDT (°C)	233	Td	1	0	0
10.1016/j.matchemphys.2014.09.026	Table 6	TRIM-GMA1	T50% (°C)	346	Td	1	0	0
10.1016/j.matchemphys.2014.09.026	Table 6	TRIM-GMA1	FDT (°C)	474	Td	1	0	0
10.1016/j.matchemphys.2014.09.026	Table 6	TRIM-GMA1+P	IDT (°C)	321	Td	1	0	0
10.1016/j.matchemphys.2014.09.026	Table 6	TRIM-GMA1+P	T50% (°C)	420	Td	1	0	0
10.1016/j.matchemphys.2014.09.026	Table 6	TRIM-GMA1+P	FDT (°C)	493	Td	1	0	0
10.1016/j.matchemphys.2014.09.026	Table 6	TRIM-GMA1	T20% (°C)	289	Td	0	0	1
10.1016/j.matchemphys.2014.09.026	Table 6	TRIM-GMA1+P	T20% (°C)	367	Td	0	0	1
10.1016/j.matchemphys.2015.01.009	Table 1	In2O3 powder	T50 (°C)	309	Td	0	1	0
10.1016/j.matchemphys.2015.01.009	Table 1	In2O3 NPs	T50 (°C)	290	Td	0	1	0
10.1016/j.matchemphys.2015.01.009	Table 1	In2O3 cubes	T50 (°C)	260	Td	0	1	0
10.1016/j.matchemphys.2015.04.010	Table 1	PANI	IDTb (ºC)	227	Td	1	0	0
10.1016/j.matchemphys.2015.04.010	Table 1	PANI-CF	IDTb (ºC)	239	Td	1	0	0
10.1016/j.matchemphys.2015.04.010	Table 1	PANI-CF 25	IDTb (ºC)	303	Td	1	0	0
10.1016/j.matchemphys.2015.04.010	Table 1	PANI-CF50	IDTb (ºC)	305	Td	1	0	0
10.1016/j.matchemphys.2015.04.010	Table 1	PANI-CF 75	IDTb (ºC)	310	Td	1	0	0
10.1016/j.matchemphys.2015.08.055	Table 2	SDPM, %c	Zr-KIT-5(25)	100	Td	0	1	0
10.1016/j.matchemphys.2015.08.055	Table 2	SDPM, %c	Zr-KIT-5(25)	60d, 40e	Td	0	1	0
10.1016/j.matchemphys.2015.08.055	Table 2	SDPM, %c	Sn-KIT-5(25)	100	Td	0	1	0
10.1016/j.matchemphys.2016.06.020	Table 1	MTPCoB	T3 (K)	313	Td	0	1	0
10.1016/j.matchemphys.2016.06.020	Table 1	MTP.ZnB	T3 (K)	276	Td	0	1	0
10.1016/j.matchemphys.2016.06.020	Table 1	MTP.MnB	T3 (K)	300 ± 1 (2.33)	Td	0	1	0
10.1016/j.matchemphys.2016.06.020	Table 1	MTP.MnB (ε′)	T3 (K)	309 ± 1	Td	0	1	0
10.1016/j.matchemphys.2016.06.058	Table 2	TPPO-40	Td10%	363	Td	1	0	0
10.1016/j.matchemphys.2016.06.058	Table 2	TPPO-50	Td10%	341	Td	1	0	0
10.1016/j.matchemphys.2016.06.058	Table 2	TPPO-60	Td10%	327	Td	1	0	0
10.1016/j.matchemphys.2016.07.050	Table 3	OPS	Thermal stability (°C)	270	Td	0	1	0
10.1016/j.matchemphys.2016.07.050	Table 3	OPS	Onset temperature (°C)	250	Td	1	0	0
10.1016/j.matchemphys.2016.07.050	Table 3	OPS	Offset temperature (°C)	380	Td	0	1	0
10.1016/j.matchemphys.2016.12.031	Table 1	P2O5	HT-5	1.5	Td	0	1	0
10.1016/j.msea.2014.10.077	Table 2	YS (MPa)	E-T5	376.5±13.4	Td	0	1	0
10.1016/j.msea.2014.10.077	Table 2	UTS (MPa)	E-T5	420.8±11.7	Td	0	1	0
10.1016/j.msea.2014.10.077	Table 2	YS (MPa)	E-10R-T5	446.7±40.3	Td	0	1	0
10.1016/j.msea.2014.10.077	Table 2	UTS (MPa)	E-10R-T5	480.0±24.7	Td	0	1	0
10.1016/j.msea.2014.10.077	Table 2	YS (MPa)	E-14.5R-T5	481.6±19.9	Td	0	1	0
10.1016/j.msea.2014.10.077	Table 2	UTS (MPa)	E-14.5R-T5	517.4±27.5	Td	0	1	0
10.1016/j.ssi.2016.02.007	Table 1	PET immersed in ETPTA/PCE	Thermal stability	150°C	Td	1	0	0
10.1016/j.ssi.2016.02.007	Table 1	ETPTA/PCE/Al2O3	Thermal stability	130°C	Td	1	0	0
10.1016/j.ssi.2016.02.007	Table 1	TPPTA/PVDF-HFP/PCE/Al2O3	Thermal stability	200°C	Td	1	0	0
